,timestamp,entry,position_type,exit,price,rsi,rsi_delta,dxy_rsi,vix_close,us10y_rsi
0,04/01/2010 06:00,1103.02,short,1116.31,1103.02,73.02867383512424,2.68384624891857,50.2203103111025,14.17,52.421652421652595
1,04/01/2010 13:00,1114.77,short,1126.795,1114.77,80.69324712643622,-4.080337779223257,50.2203103111025,14.17,52.421652421652595
2,05/01/2010 08:00,1127.685,short,1139.615,1127.685,85.13845075359086,7.597975383284933,50.2203103111025,14.17,56.09756097560987
3,06/01/2010 21:00,1137.825,short,1129.835,1137.825,71.93383539537362,-0.7230513201927806,50.2203103111025,14.17,55.27950310559015
4,07/01/2010 10:00,1129.835,long,1154.1,1129.835,18.833652007647927,-17.40637164000195,50.2203103111025,14.17,57.14285714285725
5,11/01/2010 00:00,1154.1,short,1128.87,1154.1,76.12227074235795,10.472341131846605,50.2203103111025,14.17,44.3661971830986
6,12/01/2010 19:00,1128.87,long,1142.525,1128.87,26.12353786168653,-8.034637781205262,50.2203103111025,14.17,32.89817232375981
7,14/01/2010 06:00,1142.525,short,1135.97,1142.525,88.1072410632447,19.10348166474874,50.2203103111025,14.17,38.3064516129032
8,15/01/2010 09:00,1135.97,long,1136.25,1135.97,22.48983421958164,-21.649029621716657,50.2203103111025,14.17,36.46833013435697
9,19/03/2010 16:00,1106.455,long,1105.415,1106.455,17.70280515542099,-0.43311717467622657,54.81929743077247,16.969998999999998,58.82352941176483
10,23/03/2010 04:00,1105.415,short,1095.785,1105.415,73.82812500000023,14.19566578050813,52.097959680320855,16.35,50.625000000000206
11,23/03/2010 12:00,1095.785,long,1090.03,1095.785,29.522720777364412,-10.135341575970692,52.097959680320855,16.35,50.625000000000206
12,25/03/2010 08:00,1090.03,short,1102.395,1090.03,70.71791972866052,30.284823413211498,65.05113012812771,18.4,80.74866310160425
13,26/03/2010 18:00,1104.675,short,1103.065,1104.675,72.46929267259624,3.674285471444165,60.426582736216965,17.77,70.57356608478793
14,30/03/2010 16:00,1103.065,long,1109.17,1103.065,29.863370201691282,-4.221681344700272,71.69805879072482,17.129998999999998,72.65822784810109
15,31/03/2010 10:00,1109.17,short,1124.285,1109.17,77.88853647485126,10.548068777665705,64.72014166395789,17.59,66.74418604651144
