,timestamp,position_type,rsi,rsi_delta,dxy_rsi,vix_close,us10y_rsi,outcome
0,11/01/2010 17:00,short,72.91443850267379,7.411049097702488,50.2203103111025,14.17,44.3661971830986,True
1,17/01/2010 21:00,long,19.166413142683652,-17.307750991055265,50.2203103111025,14.17,38.3064516129032,False
2,18/03/2010 21:00,long,29.09851654621548,-8.602018213142912,39.285739796070104,16.620001000000002,58.11965811965833,False
3,24/03/2010 17:00,long,26.70594010800197,-3.948960031338302,63.94737666207809,17.549999,74.4336569579289,True
4,30/03/2010 05:00,short,81.46214099216688,14.837203586057612,71.69805879072482,17.129998999999998,72.65822784810109,True
5,06/04/2010 01:00,long,28.892005610097613,-18.882570118368612,62.458417898418595,16.23,71.46666666666655,False
6,11/04/2010 21:00,short,81.22074882995341,20.670039996801847,34.58349062382054,16.139999,38.028169014084085,True
7,16/04/2010 13:00,long,24.31578947368361,-9.37986270022914,41.63424775544928,18.360001,25.944584382871454,False
8,22/04/2010 17:00,long,22.423146473779212,-2.763420690400082,62.32557533801202,16.469998999999998,26.876513317191367,False
9,28/04/2010 09:00,long,21.78588125292231,-10.394714328249734,78.06690731192356,21.08,39.61538461538476,False
10,05/05/2010 01:00,long,20.133481646273935,0.6501662533780603,81.79558827380086,24.91,26.086956521739168,False
11,06/05/2010 01:00,long,16.189058429475423,4.452139824823746,84.69606533683829,32.799999,21.01167315175104,False
12,07/05/2010 01:00,long,15.546218487394967,0.536076499565354,77.05881776238766,40.950001,26.258503401360485,False
13,14/05/2010 17:00,long,22.15909090909078,-20.03179846184174,82.75866825214972,31.24,10.34482758620672,False
14,17/05/2010 09:00,long,18.3982683982684,-3.1440025603450152,91.19995647998246,30.84,12.625250501001801,True
15,21/05/2010 05:00,short,77.52180137966914,15.635008926839063,62.394546778169655,40.099998,10.227272727272577,True
16,25/05/2010 09:00,long,28.444989106753837,-7.95495173040036,65.90474285714288,34.610001000000004,6.374501992031881,False
17,06/06/2010 21:00,long,28.274678111588003,-3.0252078633265143,58.82363692513241,35.48,36.938202247191,True
18,10/06/2010 17:00,short,70.86253369272251,6.665926906295482,56.33804545577087,30.57,57.50000000000005,False
19,14/06/2010 13:00,short,79.8368953880768,-2.606787275978192,64.45090555965773,28.58,40.76655052264815,False
20,23/06/2010 05:00,long,19.678583142013267,-15.136428835628138,19.99993650803718,26.91,37.37201365187701,True
21,01/07/2010 17:00,short,80.80402010050277,16.448990514704022,21.13544099308713,32.860001000000004,10.148514851484862,False
22,02/07/2010 17:00,short,79.65579710144895,-5.6234891669762845,16.964102625152265,30.120001000000002,21.72897196261654,False
23,13/07/2010 05:00,long,29.992289899769077,-12.043721180563445,17.405980150805973,24.559998999999998,69.91404011461343,True
24,14/07/2010 17:00,short,76.52608213096494,10.068223361033375,16.241888514365797,24.889999,59.079903147699916,False
25,16/07/2010 01:00,short,75.50919026328837,-11.032621583401422,3.513435281163808,26.25,53.15904139433571,True
26,21/07/2010 17:00,long,28.269337785197948,-11.526580582149059,33.89247297394796,25.639999,43.73576309794992,True
27,26/07/2010 05:00,short,74.38616071428588,11.320834081120182,24.999943181753665,22.73,40.7673860911271,False
28,03/08/2010 09:00,short,77.25856697819343,10.03864996574525,33.680543499245175,22.629998999999998,37.259615384615614,True
29,11/08/2010 05:00,long,28.165312947921564,-4.322338601247665,57.310062412189474,25.389999,16.69724770642216,False
30,11/08/2010 21:00,long,16.715441556205704,0.7187364491218631,57.310062412189474,25.389999,16.69724770642216,True
31,18/08/2010 09:00,short,70.41149575440875,6.190645772571173,69.12573128495194,24.59,30.210325047801206,True
32,22/08/2010 21:00,long,25.41646834840587,-5.651492816643042,81.05273462633707,25.49,30.97165991902834,True
